product_id,merchant_id,sku,product_name,category,price,cost,active_status,created_at,scenario_flag
p-0209,m-020,SKU-FOO-0209,Weekend Family Chai Pot,Food & Beverage,181.83,101.82,True,2025-03-13 00:00:00,NONE
p-0210,m-021,SKU-GRO-0210,Basmati Rice (1kg),Grocery,117.14,99.57,True,2025-04-29 00:00:00,NONE
p-0211,m-021,SKU-GRO-0211,Chana Dal (1kg),Grocery,107.37,92.34,True,2025-04-29 00:00:00,NONE
p-0212,m-021,SKU-GRO-0212,Mustard Oil (1L),Grocery,180.28,158.65,True,2025-04-29 00:00:00,NONE
p-0213,m-021,SKU-GRO-0213,Aashirvaad Atta (5kg),Grocery,249.81,224.83,True,2025-04-29 00:00:00,NONE
p-0214,m-021,SKU-GRO-0214,Organic Desi Ghee (500ml),Grocery,393.57,306.98,True,2025-04-29 00:00:00,NONE
p-0215,m-021,SKU-GRO-0215,Tata Salt (1kg),Grocery,22.25,20.03,True,2025-04-29 00:00:00,NONE
p-0216,m-021,SKU-GRO-0216,Maggi 2-Min Noodles (Pack of 4),Grocery,55.33,48.69,True,2025-04-29 00:00:00,NONE
p-0217,m-021,SKU-GRO-0217,Britannia Good Day Biscuits,Grocery,39.92,33.93,True,2025-04-29 00:00:00,NONE
p-0218,m-021,SKU-GRO-0218,Amul Taaza Milk (1L),Grocery,60.69,55.83,True,2025-04-29 00:00:00,NONE
p-0219,m-021,SKU-GRO-0219,Organic Quinoa & Millets (500g),Grocery,270.66,175.93,True,2025-04-29 00:00:00,NONE
p-0220,m-021,SKU-GRO-0220,Cold-Pressed Mustard Oil (1L),Grocery,221.52,155.06,True,2025-04-29 00:00:00,NONE
p-0221,m-021,SKU-GRO-0221,Dry Fruits Gift Pack (500g),Grocery,576.02,432.01,True,2025-04-29 00:00:00,NONE
p-0222,m-022,SKU-FAS-0222,Cotton Printed Kurti,Fashion,695.1,347.55,True,2025-06-30 00:00:00,NONE
p-0223,m-022,SKU-FAS-0223,Men Casual Slim Shirt,Fashion,903.03,433.45,True,2025-06-30 00:00:00,NONE
p-0224,m-022,SKU-FAS-0224,Denim Jeans,Fashion,1198.04,599.02,True,2025-06-30 00:00:00,NONE
p-0225,m-022,SKU-FAS-0225,Embroidered Silk Saree,Fashion,4174.73,1878.63,True,2025-06-30 00:00:00,NONE
p-0226,m-022,SKU-FAS-0226,Leather Formal Belt,Fashion,410.45,225.75,True,2025-06-30 00:00:00,NONE
p-0227,m-022,SKU-FAS-0227,Cotton Anarkali Suit Set,Fashion,1444.79,722.39,True,2025-06-30 00:00:00,NONE
p-0228,m-022,SKU-FAS-0228,Comfort Chino Trousers,Fashion,881.93,458.6,True,2025-06-30 00:00:00,NONE
p-0229,m-022,SKU-FAS-0229,Traditional Mojari / Footwear,Fashion,712.53,391.89,True,2025-06-30 00:00:00,NONE
p-0230,m-023,SKU-GRO-0230,Basmati Rice (1kg),Grocery,148.54,126.26,True,2025-06-08 00:00:00,NONE
p-0231,m-023,SKU-GRO-0231,Chana Dal (1kg),Grocery,104.64,89.99,True,2025-06-08 00:00:00,NONE
p-0232,m-023,SKU-GRO-0232,Mustard Oil (1L),Grocery,185.98,163.66,True,2025-06-08 00:00:00,NONE
p-0233,m-023,SKU-GRO-0233,Aashirvaad Atta (5kg),Grocery,248.73,223.86,True,2025-06-08 00:00:00,NONE
p-0234,m-023,SKU-GRO-0234,Organic Desi Ghee (500ml),Grocery,380.43,296.74,True,2025-06-08 00:00:00,NONE
p-0235,m-023,SKU-GRO-0235,Tata Salt (1kg),Grocery,26.95,24.25,True,2025-06-08 00:00:00,NONE
p-0236,m-023,SKU-GRO-0236,Maggi 2-Min Noodles (Pack of 4),Grocery,55.92,49.21,True,2025-06-08 00:00:00,NONE
p-0237,m-023,SKU-GRO-0237,Britannia Good Day Biscuits,Grocery,34.83,29.61,True,2025-06-08 00:00:00,NONE
p-0238,m-023,SKU-GRO-0238,Amul Taaza Milk (1L),Grocery,62.45,57.45,True,2025-06-08 00:00:00,NONE
p-0239,m-023,SKU-GRO-0239,Organic Quinoa & Millets (500g),Grocery,310.85,202.05,True,2025-06-08 00:00:00,NONE
p-0240,m-023,SKU-GRO-0240,Cold-Pressed Mustard Oil (1L),Grocery,253.47,177.43,True,2025-06-08 00:00:00,NONE
p-0241,m-023,SKU-GRO-0241,Dry Fruits Gift Pack (500g),Grocery,585.24,438.93,True,2025-06-08 00:00:00,NONE
p-0242,m-024,SKU-GRO-0242,Basmati Rice (1kg),Grocery,157.54,133.91,True,2025-01-30 00:00:00,NONE
p-0243,m-024,SKU-GRO-0243,Chana Dal (1kg),Grocery,102.79,88.4,True,2025-01-30 00:00:00,NONE
p-0244,m-024,SKU-GRO-0244,Mustard Oil (1L),Grocery,173.41,152.6,True,2025-01-30 00:00:00,NONE
p-0245,m-024,SKU-GRO-0245,Aashirvaad Atta (5kg),Grocery,226.82,204.14,True,2025-01-30 00:00:00,NONE
p-0246,m-024,SKU-GRO-0246,Organic Desi Ghee (500ml),Grocery,384.26,299.72,True,2025-01-30 00:00:00,NONE
p-0247,m-024,SKU-GRO-0247,Tata Salt (1kg),Grocery,23.95,21.55,True,2025-01-30 00:00:00,NONE
p-0248,m-024,SKU-GRO-0248,Maggi 2-Min Noodles (Pack of 4),Grocery,54.88,48.29,True,2025-01-30 00:00:00,NONE
p-0249,m-024,SKU-GRO-0249,Britannia Good Day Biscuits,Grocery,35.32,30.02,True,2025-01-30 00:00:00,NONE
p-0250,m-024,SKU-GRO-0250,Amul Taaza Milk (1L),Grocery,62.58,57.57,True,2025-01-30 00:00:00,NONE
p-0251,m-024,SKU-GRO-0251,Organic Quinoa & Millets (500g),Grocery,219.15,142.45,True,2025-01-30 00:00:00,NONE
p-0252,m-024,SKU-GRO-0252,Cold-Pressed Mustard Oil (1L),Grocery,291.54,204.08,True,2025-01-30 00:00:00,NONE
p-0253,m-024,SKU-GRO-0253,Dry Fruits Gift Pack (500g),Grocery,714.03,535.52,True,2025-01-30 00:00:00,NONE
p-0254,m-025,SKU-FAS-0254,Cotton Printed Kurti,Fashion,727.9,363.95,True,2025-07-15 00:00:00,NONE
p-0255,m-025,SKU-FAS-0255,Men Casual Slim Shirt,Fashion,961.12,461.34,True,2025-07-15 00:00:00,NONE
p-0256,m-025,SKU-FAS-0256,Denim Jeans,Fashion,1009.97,504.99,True,2025-07-15 00:00:00,NONE
p-0257,m-025,SKU-FAS-0257,Embroidered Silk Saree,Fashion,2224.07,1000.83,True,2025-07-15 00:00:00,NONE
p-0258,m-025,SKU-FAS-0258,Leather Formal Belt,Fashion,391.84,215.51,True,2025-07-15 00:00:00,NONE
p-0259,m-025,SKU-FAS-0259,Cotton Anarkali Suit Set,Fashion,2088.28,1044.14,True,2025-07-15 00:00:00,NONE
p-0260,m-025,SKU-FAS-0260,Comfort Chino Trousers,Fashion,930.0,483.6,True,2025-07-15 00:00:00,NONE
p-0261,m-025,SKU-FAS-0261,Traditional Mojari / Footwear,Fashion,685.18,376.85,True,2025-07-15 00:00:00,NONE
p-0262,m-026,SKU-FOO-0262,Special Masala Chai,Food & Beverage,44.24,26.54,True,2025-07-03 00:00:00,NONE
p-0263,m-026,SKU-FOO-0263,Ginger Lemon Tea,Food & Beverage,43.96,26.38,True,2025-07-03 00:00:00,NONE
p-0264,m-026,SKU-FOO-0264,Kullad Chai,Food & Beverage,40.34,23.4,True,2025-07-03 00:00:00,NONE
p-0265,m-026,SKU-FOO-0265,Filter Coffee,Food & Beverage,48.83,26.86,True,2025-07-03 00:00:00,NONE
p-0266,m-026,SKU-FOO-0266,Fresh Bun Maska,Food & Beverage,36.07,22.36,True,2025-07-03 00:00:00,NONE
p-0267,m-026,SKU-FOO-0267,Crispy Samosa (2 pcs),Food & Beverage,28.65,18.62,True,2025-07-03 00:00:00,NONE
p-0268,m-026,SKU-FOO-0268,Paneer Pakora Platter,Food & Beverage,119.84,65.91,True,2025-07-03 00:00:00,NONE
p-0269,m-026,SKU-FOO-0269,Chole Bhature,Food & Beverage,115.83,67.18,True,2025-07-03 00:00:00,NONE
p-0270,m-026,SKU-FOO-0270,Veg Grilled Sandwich,Food & Beverage,87.67,52.6,True,2025-07-03 00:00:00,NONE
p-0271,m-026,SKU-FOO-0271,Cold Coffee with Ice Cream,Food & Beverage,90.63,49.85,True,2025-07-03 00:00:00,NONE
p-0272,m-026,SKU-FOO-0272,Poha with Sev,Food & Beverage,69.9,45.44,True,2025-07-03 00:00:00,NONE
p-0273,m-026,SKU-FOO-0273,Aloo Paratha with Butter,Food & Beverage,82.02,50.85,True,2025-07-03 00:00:00,NONE
p-0274,m-026,SKU-FOO-0274,Evening Chai Combo Platter,Food & Beverage,70.55,40.92,True,2025-07-03 00:00:00,NONE
p-0275,m-026,SKU-FOO-0275,Weekend Family Chai Pot,Food & Beverage,167.22,93.64,True,2025-07-03 00:00:00,NONE
p-0276,m-027,SKU-GRO-0276,Basmati Rice (1kg),Grocery,117.6,99.96,True,2025-06-17 00:00:00,NONE
p-0277,m-027,SKU-GRO-0277,Chana Dal (1kg),Grocery,89.22,76.73,True,2025-06-17 00:00:00,NONE
p-0278,m-027,SKU-GRO-0278,Mustard Oil (1L),Grocery,176.06,154.93,True,2025-06-17 00:00:00,NONE
p-0279,m-027,SKU-GRO-0279,Aashirvaad Atta (5kg),Grocery,225.78,203.2,True,2025-06-17 00:00:00,NONE
p-0280,m-027,SKU-GRO-0280,Organic Desi Ghee (500ml),Grocery,416.57,324.92,True,2025-06-17 00:00:00,NONE
p-0281,m-027,SKU-GRO-0281,Tata Salt (1kg),Grocery,27.71,24.94,True,2025-06-17 00:00:00,NONE
p-0282,m-027,SKU-GRO-0282,Maggi 2-Min Noodles (Pack of 4),Grocery,56.9,50.07,True,2025-06-17 00:00:00,NONE
p-0283,m-027,SKU-GRO-0283,Britannia Good Day Biscuits,Grocery,32.87,27.94,True,2025-06-17 00:00:00,NONE
p-0284,m-027,SKU-GRO-0284,Amul Taaza Milk (1L),Grocery,67.39,62.0,True,2025-06-17 00:00:00,NONE
p-0285,m-027,SKU-GRO-0285,Organic Quinoa & Millets (500g),Grocery,218.71,142.16,True,2025-06-17 00:00:00,NONE
p-0286,m-027,SKU-GRO-0286,Cold-Pressed Mustard Oil (1L),Grocery,290.75,203.52,True,2025-06-17 00:00:00,NONE
p-0287,m-027,SKU-GRO-0287,Dry Fruits Gift Pack (500g),Grocery,678.06,508.54,True,2025-06-17 00:00:00,NONE
p-0288,m-028,SKU-GRO-0288,Basmati Rice (1kg),Grocery,143.71,122.15,True,2025-02-02 00:00:00,NONE
p-0289,m-028,SKU-GRO-0289,Chana Dal (1kg),Grocery,119.22,102.53,True,2025-02-02 00:00:00,NONE
p-0290,m-028,SKU-GRO-0290,Mustard Oil (1L),Grocery,181.63,159.83,True,2025-02-02 00:00:00,NONE
p-0291,m-028,SKU-GRO-0291,Aashirvaad Atta (5kg),Grocery,224.81,202.33,True,2025-02-02 00:00:00,NONE
p-0292,m-028,SKU-GRO-0292,Organic Desi Ghee (500ml),Grocery,366.91,286.19,True,2025-02-02 00:00:00,NONE
p-0293,m-028,SKU-GRO-0293,Tata Salt (1kg),Grocery,23.81,21.43,True,2025-02-02 00:00:00,NONE
p-0294,m-028,SKU-GRO-0294,Maggi 2-Min Noodles (Pack of 4),Grocery,57.08,50.23,True,2025-02-02 00:00:00,NONE
p-0295,m-028,SKU-GRO-0295,Britannia Good Day Biscuits,Grocery,31.9,27.11,True,2025-02-02 00:00:00,NONE
p-0296,m-028,SKU-GRO-0296,Amul Taaza Milk (1L),Grocery,60.46,55.62,True,2025-02-02 00:00:00,NONE
p-0297,m-028,SKU-GRO-0297,Organic Quinoa & Millets (500g),Grocery,187.63,121.96,True,2025-02-02 00:00:00,NONE
p-0298,m-028,SKU-GRO-0298,Cold-Pressed Mustard Oil (1L),Grocery,255.06,178.54,True,2025-02-02 00:00:00,NONE
p-0299,m-028,SKU-GRO-0299,Dry Fruits Gift Pack (500g),Grocery,733.23,549.92,True,2025-02-02 00:00:00,NONE
p-0300,m-029,SKU-GRO-0300,Basmati Rice (1kg),Grocery,147.41,125.3,True,2025-04-08 00:00:00,NONE
p-0301,m-029,SKU-GRO-0301,Chana Dal (1kg),Grocery,110.11,94.69,True,2025-04-08 00:00:00,NONE
p-0302,m-029,SKU-GRO-0302,Mustard Oil (1L),Grocery,145.13,127.71,True,2025-04-08 00:00:00,NONE
p-0303,m-029,SKU-GRO-0303,Aashirvaad Atta (5kg),Grocery,210.61,189.55,True,2025-04-08 00:00:00,NONE
p-0304,m-029,SKU-GRO-0304,Organic Desi Ghee (500ml),Grocery,356.96,278.43,True,2025-04-08 00:00:00,NONE
p-0305,m-029,SKU-GRO-0305,Tata Salt (1kg),Grocery,24.87,22.38,True,2025-04-08 00:00:00,NONE
p-0306,m-029,SKU-GRO-0306,Maggi 2-Min Noodles (Pack of 4),Grocery,53.41,47.0,True,2025-04-08 00:00:00,NONE
p-0307,m-029,SKU-GRO-0307,Britannia Good Day Biscuits,Grocery,44.48,37.81,True,2025-04-08 00:00:00,NONE
p-0308,m-029,SKU-GRO-0308,Amul Taaza Milk (1L),Grocery,62.52,57.52,True,2025-04-08 00:00:00,NONE
p-0309,m-029,SKU-GRO-0309,Organic Quinoa & Millets (500g),Grocery,300.64,195.42,True,2025-04-08 00:00:00,NONE
p-0310,m-029,SKU-GRO-0310,Cold-Pressed Mustard Oil (1L),Grocery,233.69,163.58,True,2025-04-08 00:00:00,NONE
p-0311,m-029,SKU-GRO-0311,Dry Fruits Gift Pack (500g),Grocery,469.6,352.2,True,2025-04-08 00:00:00,NONE
p-0312,m-030,SKU-PHA-0312,Paracetamol 650mg (Strip),Pharmacy,27.38,20.54,True,2025-06-04 00:00:00,NONE
p-0313,m-030,SKU-PHA-0313,Cough Syrup Honey & Ginger,Pharmacy,100.97,70.68,True,2025-06-04 00:00:00,NONE
p-0314,m-030,SKU-PHA-0314,Ayurvedic Immunity Chyawanprash (1kg),Pharmacy,376.1,270.79,True,2025-06-04 00:00:00,NONE
p-0315,m-030,SKU-PHA-0315,Antacid Chewable Tablets,Pharmacy,43.79,32.84,True,2025-06-04 00:00:00,NONE
p-0316,m-030,SKU-PHA-0316,Vitamin C + Zinc Supplements,Pharmacy,178.95,121.69,True,2025-06-04 00:00:00,NONE
p-0317,m-030,SKU-PHA-0317,Digital Thermometer,Pharmacy,291.42,174.85,True,2025-06-04 00:00:00,NONE
p-0318,m-030,SKU-PHA-0318,First Aid Bandage & Antiseptic Ointment,Pharmacy,48.83,34.18,True,2025-06-04 00:00:00,NONE
p-0319,m-030,SKU-PHA-0319,Glucometer Test Strips (Pack of 25),Pharmacy,511.8,383.85,True,2025-06-04 00:00:00,NONE
p-0320,m-031,SKU-FOO-0320,Special Masala Chai,Food & Beverage,41.16,24.7,True,2025-03-04 00:00:00,NONE
p-0321,m-031,SKU-FOO-0321,Ginger Lemon Tea,Food & Beverage,43.32,25.99,True,2025-03-04 00:00:00,NONE
p-0322,m-031,SKU-FOO-0322,Kullad Chai,Food & Beverage,51.92,30.11,True,2025-03-04 00:00:00,NONE
p-0323,m-031,SKU-FOO-0323,Filter Coffee,Food & Beverage,58.55,32.2,True,2025-03-04 00:00:00,NONE
p-0324,m-031,SKU-FOO-0324,Fresh Bun Maska,Food & Beverage,41.64,25.82,True,2025-03-04 00:00:00,NONE
p-0325,m-031,SKU-FOO-0325,Crispy Samosa (2 pcs),Food & Beverage,30.71,19.96,True,2025-03-04 00:00:00,NONE
p-0326,m-031,SKU-FOO-0326,Paneer Pakora Platter,Food & Beverage,134.51,73.98,True,2025-03-04 00:00:00,NONE
p-0327,m-031,SKU-FOO-0327,Chole Bhature,Food & Beverage,110.81,64.27,True,2025-03-04 00:00:00,NONE
p-0328,m-031,SKU-FOO-0328,Veg Grilled Sandwich,Food & Beverage,89.43,53.66,True,2025-03-04 00:00:00,NONE
p-0329,m-031,SKU-FOO-0329,Cold Coffee with Ice Cream,Food & Beverage,95.73,52.65,True,2025-03-04 00:00:00,NONE
p-0330,m-031,SKU-FOO-0330,Poha with Sev,Food & Beverage,57.06,37.09,True,2025-03-04 00:00:00,NONE
p-0331,m-031,SKU-FOO-0331,Aloo Paratha with Butter,Food & Beverage,62.41,38.69,True,2025-03-04 00:00:00,NONE
p-0332,m-031,SKU-FOO-0332,Evening Chai Combo Platter,Food & Beverage,88.8,51.5,True,2025-03-04 00:00:00,NONE
p-0333,m-031,SKU-FOO-0333,Weekend Family Chai Pot,Food & Beverage,145.95,81.73,True,2025-03-04 00:00:00,NONE
p-0334,m-032,SKU-FAS-0334,Cotton Printed Kurti,Fashion,831.37,415.69,True,2024-12-01 00:00:00,NONE
p-0335,m-032,SKU-FAS-0335,Men Casual Slim Shirt,Fashion,1037.24,497.88,True,2024-12-01 00:00:00,NONE
p-0336,m-032,SKU-FAS-0336,Denim Jeans,Fashion,1090.85,545.42,True,2024-12-01 00:00:00,NONE
p-0337,m-032,SKU-FAS-0337,Embroidered Silk Saree,Fashion,1743.56,784.6,True,2024-12-01 00:00:00,NONE
p-0338,m-032,SKU-FAS-0338,Leather Formal Belt,Fashion,333.71,183.54,True,2024-12-01 00:00:00,NONE
p-0339,m-032,SKU-FAS-0339,Cotton Anarkali Suit Set,Fashion,2083.19,1041.6,True,2024-12-01 00:00:00,NONE
p-0340,m-032,SKU-FAS-0340,Comfort Chino Trousers,Fashion,867.24,450.96,True,2024-12-01 00:00:00,NONE
p-0341,m-032,SKU-FAS-0341,Traditional Mojari / Footwear,Fashion,644.7,354.59,True,2024-12-01 00:00:00,NONE
p-0342,m-033,SKU-FAS-0342,Cotton Printed Kurti,Fashion,794.69,397.35,True,2025-01-23 00:00:00,NONE
p-0343,m-033,SKU-FAS-0343,Men Casual Slim Shirt,Fashion,928.47,445.67,True,2025-01-23 00:00:00,NONE
p-0344,m-033,SKU-FAS-0344,Denim Jeans,Fashion,835.87,417.94,True,2025-01-23 00:00:00,NONE
p-0345,m-033,SKU-FAS-0345,Embroidered Silk Saree,Fashion,2364.31,1063.94,True,2025-01-23 00:00:00,NONE
p-0346,m-033,SKU-FAS-0346,Leather Formal Belt,Fashion,348.67,191.77,True,2025-01-23 00:00:00,NONE
p-0347,m-033,SKU-FAS-0347,Cotton Anarkali Suit Set,Fashion,2575.37,1287.68,True,2025-01-23 00:00:00,NONE
p-0348,m-033,SKU-FAS-0348,Comfort Chino Trousers,Fashion,803.31,417.72,True,2025-01-23 00:00:00,NONE
p-0349,m-033,SKU-FAS-0349,Traditional Mojari / Footwear,Fashion,539.82,296.9,True,2025-01-23 00:00:00,NONE
p-0350,m-034,SKU-FOO-0350,Special Masala Chai,Food & Beverage,35.29,21.17,True,2025-01-13 00:00:00,NONE
p-0351,m-034,SKU-FOO-0351,Ginger Lemon Tea,Food & Beverage,50.82,30.49,True,2025-01-13 00:00:00,NONE
p-0352,m-034,SKU-FOO-0352,Kullad Chai,Food & Beverage,51.8,30.04,True,2025-01-13 00:00:00,NONE
p-0353,m-034,SKU-FOO-0353,Filter Coffee,Food & Beverage,64.12,35.27,True,2025-01-13 00:00:00,NONE
p-0354,m-034,SKU-FOO-0354,Fresh Bun Maska,Food & Beverage,32.97,20.44,True,2025-01-13 00:00:00,NONE
p-0355,m-034,SKU-FOO-0355,Crispy Samosa (2 pcs),Food & Beverage,26.72,17.37,True,2025-01-13 00:00:00,NONE
p-0356,m-034,SKU-FOO-0356,Paneer Pakora Platter,Food & Beverage,93.49,51.42,True,2025-01-13 00:00:00,NONE
p-0357,m-034,SKU-FOO-0357,Chole Bhature,Food & Beverage,100.43,58.25,True,2025-01-13 00:00:00,NONE
p-0358,m-034,SKU-FOO-0358,Veg Grilled Sandwich,Food & Beverage,73.28,43.97,True,2025-01-13 00:00:00,NONE
p-0359,m-034,SKU-FOO-0359,Cold Coffee with Ice Cream,Food & Beverage,78.53,43.19,True,2025-01-13 00:00:00,NONE
p-0360,m-034,SKU-FOO-0360,Poha with Sev,Food & Beverage,41.79,27.16,True,2025-01-13 00:00:00,NONE
p-0361,m-034,SKU-FOO-0361,Aloo Paratha with Butter,Food & Beverage,91.71,56.86,True,2025-01-13 00:00:00,NONE
p-0362,m-034,SKU-FOO-0362,Evening Chai Combo Platter,Food & Beverage,77.85,45.15,True,2025-01-13 00:00:00,NONE
p-0363,m-034,SKU-FOO-0363,Weekend Family Chai Pot,Food & Beverage,189.45,106.09,True,2025-01-13 00:00:00,NONE
p-0364,m-035,SKU-FAS-0364,Cotton Printed Kurti,Fashion,910.6,455.3,True,2024-11-27 00:00:00,NONE
p-0365,m-035,SKU-FAS-0365,Men Casual Slim Shirt,Fashion,906.97,435.35,True,2024-11-27 00:00:00,NONE
p-0366,m-035,SKU-FAS-0366,Denim Jeans,Fashion,1315.1,657.55,True,2024-11-27 00:00:00,NONE
p-0367,m-035,SKU-FAS-0367,Embroidered Silk Saree,Fashion,2412.27,1085.52,True,2024-11-27 00:00:00,NONE
p-0368,m-035,SKU-FAS-0368,Leather Formal Belt,Fashion,390.48,214.76,True,2024-11-27 00:00:00,NONE
p-0369,m-035,SKU-FAS-0369,Cotton Anarkali Suit Set,Fashion,1635.59,817.79,True,2024-11-27 00:00:00,NONE
p-0370,m-035,SKU-FAS-0370,Comfort Chino Trousers,Fashion,1154.45,600.31,True,2024-11-27 00:00:00,NONE
p-0371,m-035,SKU-FAS-0371,Traditional Mojari / Footwear,Fashion,662.22,364.22,True,2024-11-27 00:00:00,NONE
p-0372,m-036,SKU-FOO-0372,Special Masala Chai,Food & Beverage,41.96,25.18,True,2024-12-12 00:00:00,NONE
p-0373,m-036,SKU-FOO-0373,Ginger Lemon Tea,Food & Beverage,52.79,31.67,True,2024-12-12 00:00:00,NONE
p-0374,m-036,SKU-FOO-0374,Kullad Chai,Food & Beverage,54.69,31.72,True,2024-12-12 00:00:00,NONE
p-0375,m-036,SKU-FOO-0375,Filter Coffee,Food & Beverage,58.11,31.96,True,2024-12-12 00:00:00,NONE
p-0376,m-036,SKU-FOO-0376,Fresh Bun Maska,Food & Beverage,30.39,18.84,True,2024-12-12 00:00:00,NONE
p-0377,m-036,SKU-FOO-0377,Crispy Samosa (2 pcs),Food & Beverage,28.43,18.48,True,2024-12-12 00:00:00,NONE
p-0378,m-036,SKU-FOO-0378,Paneer Pakora Platter,Food & Beverage,120.46,66.25,True,2024-12-12 00:00:00,NONE
p-0379,m-036,SKU-FOO-0379,Chole Bhature,Food & Beverage,150.24,87.14,True,2024-12-12 00:00:00,NONE
p-0380,m-036,SKU-FOO-0380,Veg Grilled Sandwich,Food & Beverage,89.36,53.62,True,2024-12-12 00:00:00,NONE
p-0381,m-036,SKU-FOO-0381,Cold Coffee with Ice Cream,Food & Beverage,71.24,39.18,True,2024-12-12 00:00:00,NONE
p-0382,m-036,SKU-FOO-0382,Poha with Sev,Food & Beverage,62.94,40.91,True,2024-12-12 00:00:00,NONE
p-0383,m-036,SKU-FOO-0383,Aloo Paratha with Butter,Food & Beverage,92.86,57.57,True,2024-12-12 00:00:00,NONE
p-0384,m-036,SKU-FOO-0384,Evening Chai Combo Platter,Food & Beverage,77.29,44.83,True,2024-12-12 00:00:00,NONE
p-0385,m-036,SKU-FOO-0385,Weekend Family Chai Pot,Food & Beverage,185.79,104.04,True,2024-12-12 00:00:00,NONE
p-0386,m-037,SKU-FOO-0386,Special Masala Chai,Food & Beverage,33.5,20.1,True,2025-02-02 00:00:00,NONE
p-0387,m-037,SKU-FOO-0387,Ginger Lemon Tea,Food & Beverage,45.38,27.23,True,2025-02-02 00:00:00,NONE
p-0388,m-037,SKU-FOO-0388,Kullad Chai,Food & Beverage,48.84,28.33,True,2025-02-02 00:00:00,NONE
p-0389,m-037,SKU-FOO-0389,Filter Coffee,Food & Beverage,48.34,26.59,True,2025-02-02 00:00:00,NONE
p-0390,m-037,SKU-FOO-0390,Fresh Bun Maska,Food & Beverage,44.95,27.87,True,2025-02-02 00:00:00,NONE
p-0391,m-037,SKU-FOO-0391,Crispy Samosa (2 pcs),Food & Beverage,31.54,20.5,True,2025-02-02 00:00:00,NONE
p-0392,m-037,SKU-FOO-0392,Paneer Pakora Platter,Food & Beverage,128.85,70.87,True,2025-02-02 00:00:00,NONE
p-0393,m-037,SKU-FOO-0393,Chole Bhature,Food & Beverage,157.83,91.54,True,2025-02-02 00:00:00,NONE
p-0394,m-037,SKU-FOO-0394,Veg Grilled Sandwich,Food & Beverage,83.5,50.1,True,2025-02-02 00:00:00,NONE
p-0395,m-037,SKU-FOO-0395,Cold Coffee with Ice Cream,Food & Beverage,94.5,51.98,True,2025-02-02 00:00:00,NONE
p-0396,m-037,SKU-FOO-0396,Poha with Sev,Food & Beverage,49.63,32.26,True,2025-02-02 00:00:00,NONE
p-0397,m-037,SKU-FOO-0397,Aloo Paratha with Butter,Food & Beverage,64.18,39.79,True,2025-02-02 00:00:00,NONE
p-0398,m-037,SKU-FOO-0398,Evening Chai Combo Platter,Food & Beverage,64.82,37.6,True,2025-02-02 00:00:00,NONE
p-0399,m-037,SKU-FOO-0399,Weekend Family Chai Pot,Food & Beverage,164.7,92.23,True,2025-02-02 00:00:00,NONE
p-0400,m-038,SKU-SER-0400,Shirt / Trouser Alteration & Stitching,Services,129.55,45.34,True,2025-05-14 00:00:00,NONE
p-0401,m-038,SKU-SER-0401,Dry Cleaning - Men Suit 2-Piece,Services,365.65,146.26,True,2025-05-14 00:00:00,NONE
p-0402,m-038,SKU-SER-0402,Express Shoe Laundry & Polish,Services,172.06,77.43,True,2025-05-14 00:00:00,NONE
p-0403,m-038,SKU-SER-0403,Mobile Screen Guard Application Service,Services,103.23,30.97,True,2025-05-14 00:00:00,NONE
p-0404,m-038,SKU-SER-0404,Document Scanning & Digital Lamination,Services,42.2,10.55,True,2025-05-14 00:00:00,NONE
p-0405,m-039,SKU-SER-0405,Shirt / Trouser Alteration & Stitching,Services,88.81,31.08,True,2025-02-26 00:00:00,NONE
p-0406,m-039,SKU-SER-0406,Dry Cleaning - Men Suit 2-Piece,Services,263.1,105.24,True,2025-02-26 00:00:00,NONE
p-0407,m-039,SKU-SER-0407,Express Shoe Laundry & Polish,Services,135.07,60.78,True,2025-02-26 00:00:00,NONE
p-0408,m-039,SKU-SER-0408,Mobile Screen Guard Application Service,Services,104.08,31.22,True,2025-02-26 00:00:00,NONE
p-0409,m-039,SKU-SER-0409,Document Scanning & Digital Lamination,Services,91.89,22.97,True,2025-02-26 00:00:00,NONE
p-0410,m-040,SKU-PHA-0410,Paracetamol 650mg (Strip),Pharmacy,32.37,24.28,True,2024-12-07 00:00:00,NONE
p-0411,m-040,SKU-PHA-0411,Cough Syrup Honey & Ginger,Pharmacy,75.05,52.53,True,2024-12-07 00:00:00,NONE
p-0412,m-040,SKU-PHA-0412,Ayurvedic Immunity Chyawanprash (1kg),Pharmacy,401.71,289.23,True,2024-12-07 00:00:00,NONE
p-0413,m-040,SKU-PHA-0413,Antacid Chewable Tablets,Pharmacy,51.55,38.66,True,2024-12-07 00:00:00,NONE
p-0414,m-040,SKU-PHA-0414,Vitamin C + Zinc Supplements,Pharmacy,114.61,77.93,True,2024-12-07 00:00:00,NONE
p-0415,m-040,SKU-PHA-0415,Digital Thermometer,Pharmacy,227.25,136.35,True,2024-12-07 00:00:00,NONE
p-0416,m-040,SKU-PHA-0416,First Aid Bandage & Antiseptic Ointment,Pharmacy,73.02,51.11,True,2024-12-07 00:00:00,NONE
p-0417,m-040,SKU-PHA-0417,Glucometer Test Strips (Pack of 25),Pharmacy,574.12,430.59,True,2024-12-07 00:00:00,NONE
p-0418,m-041,SKU-GRO-0418,Basmati Rice (1kg),Grocery,129.78,110.31,True,2025-01-31 00:00:00,NONE
