campaign_id,merchant_id,campaign_type,campaign_name,target_segment,discount,discount_type,start_date,end_date,budget,spent_so_far,status,channel,created_at
camp-0107,m-037,CUSTOM,Rao Chai Shai Custom,Loyal Champions,50.0,FLAT,2025-12-18 00:00:00,2026-01-01 00:00:00,1500.0,1500.0,COMPLETED,Paytm App Geo-Fence Push,2025-12-18 00:00:00
camp-0108,m-037,RETENTION_WINBACK,Rao Chai Shai Retention Winback,Dormant Regulars,10.0,PERCENTAGE,2026-03-22 00:00:00,2026-03-29 00:00:00,7500.0,7500.0,COMPLETED,WhatsApp Broadcast Only,2026-03-22 00:00:00
camp-0109,m-038,SEASONAL_SPECIAL,Kapoor Repair Lab Seasonal Special,Loyal Champions,20.0,PERCENTAGE,2026-02-08 00:00:00,2026-02-18 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp Broadcast Only,2026-02-08 00:00:00
camp-0110,m-038,WEEKEND_SURGE,Kapoor Repair Lab Weekend Surge,Evening Commuters,50.0,FLAT,2026-07-24 00:00:00,2026-08-03 00:00:00,5500.0,5500.0,COMPLETED,Paytm App Geo-Fence Push,2026-07-24 00:00:00
camp-0111,m-038,CUSTOM,Kapoor Repair Lab Custom,Weekend Shoppers,50.0,FLAT,2026-07-27 00:00:00,2026-08-06 00:00:00,4200.0,4200.0,COMPLETED,SMS + QR Standee at Counter,2026-07-27 00:00:00
camp-0112,m-038,EVENING_REVIVAL,Kapoor Repair Lab Evening Revival,Evening Commuters,20.0,PERCENTAGE,2026-04-03 00:00:00,2026-04-24 00:00:00,1500.0,1500.0,COMPLETED,Paytm App Geo-Fence Push,2026-04-03 00:00:00
camp-0113,m-039,SEASONAL_SPECIAL,Mehra Key & Lock Hub Seasonal Special,Weekend Shoppers,25.0,PERCENTAGE,2026-07-12 00:00:00,2026-07-22 00:00:00,7500.0,7500.0,COMPLETED,SMS + QR Standee at Counter,2026-07-12 00:00:00
camp-0114,m-039,EVENING_REVIVAL,Mehra Key & Lock Hub Evening Revival,Loyal Champions,10.0,PERCENTAGE,2025-12-10 00:00:00,2025-12-17 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2025-12-10 00:00:00
camp-0115,m-039,EVENING_REVIVAL,Mehra Key & Lock Hub Evening Revival,Weekend Shoppers,49.0,FLAT,2026-06-06 00:00:00,2026-06-20 00:00:00,3500.0,3500.0,COMPLETED,SMS + QR Standee at Counter,2026-06-06 00:00:00
camp-0116,m-040,WEEKEND_SURGE,Gupta LifeCare Meds Weekend Surge,Evening Commuters,15.0,PERCENTAGE,2026-01-25 00:00:00,2026-02-01 00:00:00,3500.0,3500.0,COMPLETED,Paytm App Geo-Fence Push,2026-01-25 00:00:00
camp-0117,m-040,SEASONAL_SPECIAL,Gupta LifeCare Meds Seasonal Special,Loyal Champions,15.0,PERCENTAGE,2025-12-12 00:00:00,2025-12-22 00:00:00,5500.0,5500.0,COMPLETED,Paytm App Geo-Fence Push,2025-12-12 00:00:00
camp-0118,m-040,EVENING_REVIVAL,Gupta LifeCare Meds Evening Revival,Loyal Champions,25.0,PERCENTAGE,2026-06-06 00:00:00,2026-06-16 00:00:00,2500.0,2500.0,COMPLETED,Paytm App Geo-Fence Push,2026-06-06 00:00:00
camp-0119,m-040,BASKET_SIZE_UPSELL,Gupta LifeCare Meds Basket Size Upsell,Dormant Regulars,10.0,PERCENTAGE,2026-01-15 00:00:00,2026-02-05 00:00:00,2500.0,2500.0,COMPLETED,SMS + QR Standee at Counter,2026-01-15 00:00:00
camp-0120,m-041,RETENTION_WINBACK,Iyer Supermart Retention Winback,Loyal Champions,20.0,PERCENTAGE,2025-12-08 00:00:00,2025-12-29 00:00:00,7500.0,7500.0,COMPLETED,SMS + QR Standee at Counter,2025-12-08 00:00:00
